model,KL,JSD
BPR,2.6738281899573884,0.06634696397833734
BPR,7.634115033166211,0.21304397794536828
BPR,6.368168775599796,0.16264692501650935
BPR,3.5404216118898915,0.09639186349900467
BPR,3.462562693468379,0.08745888248682032
BPR,7.785225316446914,0.18093363665212764
BPR,1.2426596052335919,0.04166409401554776
BPR,6.041793589496605,0.1964647179074518
BPR,7.519464699172201,0.20283182739298877
BPR,3.5831350441344867,0.09014832371537056
BPR,5.042783475380658,0.12341195128050396
BPR,2.712756654215568,0.13805669434831014
BPR,5.130873619662785,0.12376382146339528
BPR,5.683188990149418,0.13834570073608113
BPR,1.0591767813943502,0.06652638343593426
BPR,1.3498704234944048,0.0388543527882615
BPR,6.567301560979908,0.15523892853942725
BPR,7.352078756151488,0.18866295996017682
BPR,4.379050380434028,0.12011271143895452
BPR,4.439672012237727,0.1087964516780695
BPR,1.1693606892028512,0.05127791484434182
BPR,2.2142402055396784,0.08909932503458882
BPR,2.493283340950773,0.13904946285885675
BPR,3.4368782087404464,0.09258282609979357
BPR,5.391174482183032,0.16596306981938708
BPR,3.354201741679044,0.07985483437524545
BPR,8.092046447328519,0.20833738233192706
BPR,9.070369437734442,0.22943305897648963
BPR,4.341894299170447,0.14431357278146742
BPR,3.1667206820904936,0.09758876262098824
BPR,0.9146723854854978,0.0854103470571114
BPR,5.722679185706975,0.16301961791313754
BPR,0.13609427398087923,0.05056206972480023
BPR,0.4635790693026983,0.07406486151408458
BPR,0.05865321388680711,0.021642323093541995
BPR,3.987458916539536,0.17704811265290726
BPR,0.7738262063939052,0.029336700775938748
BPR,8.987799127574366,0.22449991406432954
BPR,4.464997409865092,0.13230658646358176
BPR,1.3253089390365937,0.10199278547907378
BPR,5.3837669250240365,0.14059768737987374
BPR,1.657307148624,0.06051709105214694
BPR,3.7004280518208463,0.10727292431086793
BPR,5.280546154196912,0.16444962337288047
BPR,0.2514600574204002,0.11726116683571192
BPR,3.6668327559198026,0.1008801266602108
BPR,5.948791456200234,0.14057854167630016
BPR,4.6333603014727665,0.10687274311965976
BPR,3.606757453495699,0.10931132949883365
BPR,6.262880272417354,0.15862848547044492
BPR,0.6568313684262874,0.03279012075151706
BPR,2.0875099872168206,0.06860462512494812
BPR,5.3563847236934015,0.167874182438962
BPR,5.0167589068709875,0.1364687186637834
BPR,10.462592057874307,0.25268415610007483
BPR,12.390861398772802,0.31360626931641716
BPR,3.1569552021919143,0.08003348826560717
BPR,5.879942695163028,0.16316472513008293
BPR,7.258382799885559,0.24158055633944625
BPR,4.7433777103156185,0.14456625148053717
BPR,2.6907149848564926,0.07304078317547531
BPR,0.3669845875128955,0.15119118466920162
BPR,0.2693140028974087,0.10688952703254286
BPR,4.675167162028472,0.14330642943054894
BPR,2.8863654657475264,0.08374216826769286
BPR,6.756779067274006,0.22052102391314124
BPR,4.998290484649999,0.12287289098502237
BPR,2.2539036864044952,0.07660433598352631
BPR,0.41881608918610147,0.04526794649108678
BPR,7.9609470712870545,0.2164195210031275
BPR,4.505501296009616,0.11902912371082364
BPR,5.997383786940008,0.1428321786394965
BPR,4.046264411519765,0.09763720963492697
BPR,8.185307789554127,0.20332683805250634
BPR,3.2833833348892765,0.09702608387925687
BPR,1.3776133075911283,0.07421465495170669
BPR,2.829822762174792,0.08662394563224976
BPR,5.076220865983914,0.1490819294734503
BPR,2.7009009789424354,0.0665139168610149
BPR,6.86001410487672,0.19151550633190112
BPR,0.22314355126349922,0.10803154610862603
BPR,3.7257710430192614,0.08694381041465683
BPR,2.575283360977066,0.07226684291023136
BPR,4.286932097600134,0.12552477469490092
BPR,1.958876626180218,0.09729669825885036
BPR,5.879799247881965,0.1785721622033749
BPR,1.5517653894277832,0.12686554427781382
BPR,2.490285108781938,0.07302489831370819
BPR,1.2229122384033178,0.08946687986033347
BPR,4.383588408175971,0.14501282657263773
BPR,4.284262899212642,0.10035142335417678
BPR,4.725705407024251,0.11541701901485321
BPR,1.8824483618479846,0.049864333582191264
BPR,0.14995287184111042,0.05823049228839423
BPR,4.593080474627523,0.1393839692712489
BPR,1.7643601699527232,0.11888111764426036
BPR,2.278654982929519,0.06915547003291568
BPR,0.1318887301347526,0.04311322138074629
BPR,2.0729546662725653,0.10444102272492375
BPR,2.78758104134741,0.08372701399893175
BPR,6.406968148401029,0.20199938128980538
BPR,8.567006006958156,0.20521932365346005
